id_ms	type	trans	ortho	\trr	\smr	\tre	\sme	\trf	\smf	\src
1344_0	\ex	kɔ́ ~ ȁ zɯ̏	'kɔ =klëën -a -zü							
1346_0	\ex	glɔ̄ɔ và wó dhūʌn bhʌ̄ kä bhɤ̏ ~ ká yà dhó yȁ yʌ̄n	glɔɔ =va 'wo nuë bhë 'ka- -bhö klëng 'ka =ya 'dho =ya yën							
1348_0	\ex	ȁ ~ sʌ̏	-a 'klo -së							
1348_0	\idi	~ bhɔ̄	'klo bhɔ							
1349_0	\ex	Yèsú yɤ̏ gȁ ~ tȁ Gɔ̀ɔgòtāâ tɔ̏n tūɤ	=Yesu -yö -ga =kloa'- -ta =Gɔɔ =go taa- -tɔn tuö							
1350_2	\ex	ȁn dȅ kʌ̄ wȕn ɤ̈ ~ dhɤ́ dhūn dhȁn ȁn píɤ bhʌ̄	-an -de kë -wun 'ö- 'klobhɔdhe 'dhö nu -na -an 'piö bhë							
1352_1	\ex	bhɤ̏ klòô kɤ̄ á ɯ̄ tàadhɛ̏ zlú	-bhö =kloo'- kö 'a ü =taadhɛ 'zlu							
1352_1	\idi	wɯ́ sɤ̏ klòō sɯ̏ zʌ̏	'wü -sö =kloo' -sü -zë							
1358_0	\idi	~ bhīn	=klɔɔn- mi							
1359_0	\idi	~ tīi	-klö tii							
1360_0	\ex	bhɤ̏ yí bhɯ̄n kɤ̄ ɯ̄ bhȁ ~ yɤ̏ dhó sīâ	-bhö 'yi mü kö ü -bha 'klönggbö -yö 'dho sia-							
1363_0	\idi	gɛ̏n dō ~ bhɛ̏n	-gɛn do =klöö' -mɛ							
1363_0	\idi	gbán ~ bhɛ̏n	'gban =klöö' -mɛ							
1363_0	\idi	gbȉɤ dō ~ bhɛ̏n	-gbiö do =klöö' -mɛ							
1364_1	\ex	yà yɤ̄ dȁplɤ̄ɤdhɛ̏ ká ~	=ya yö -daplöödhɛ 'ka =klöö'							
1364_2	\ex	ȁ bhȁ kósɯ́dhē yà yɤ̄ ~	-a -bha 'kosüdhe =ya yö =klöö'							
1364_2	\idi	klɤ̀ɤ̄ dhɛ̀n	=klöö' =nɛ							
1364_2	\ex	ā dhɤ̏ yīzʌ̄ klɤ̀ɤ̄ dhɛ̀n	a -dhö yizë =klöö' =nɛ							
1364_2	\idi	píɤ klɤ̀ɤ̂ zʌ̏	'piö =klöö'- -zë							
1367_0	\ex	yɤ̏ dȕ kȁn ~	-yö -du -kan =klöö' =klöö'							
1367_0	\idi	kúʌ klɤ̀ɤ̄ klɤ̀ɤ̄	'kuë =klöö' =klöö'							
1367_0	\ex	Zān yɤ̏ dhȕn kúʌ ~ n̄ gɔ̏ kɔ̄ɔ	Zan -yö -nu 'kuë =klöö' =klöö' n -gɔ kɔɔ							
1367_0	\ex	yɤ̏ dȕ kȁn kúʌ ~	-yö -du -kan 'kuë =klöö' =klöö'							
1367_0	\idi	Mātɤ̄ yɤ̏ tán kȁn kúʌ ~	Matö -yö 'tan -kan 'kuë =klöö' =klöö'							
1370_1	\ex	yɤ̏ bhȍ gɔ̄n ~ dhȁn lɯ́ bhȁ	-yö -bho gɔn -klu -na 'lü -bha							
1370_1	\idi	~ bhɯ̀ɤ̄	-klu =bhüö'							
1370_2	\ex	dhȁadhʌ́n yɤ̏ klȕ sɯ̏ ká sʌ̏ ká	-dhaa 'në -yö -klu -sü 'ka -së 'ka							
1371_0	\idi	wɔ́ ~ dō	'wɔ 'klu do							
1371_0	\idi	gbán ~	'gban 'klu							
1372_2	\ex	gbȉɤ ~ bhɛ̏n	-gbiö 'klu -mɛ							
1372_2	\ex	ȁ kɔ̏ dhȕn wò ~ ȁ kɔ̏dhɛ́ gbɛ̄ yáa dhɤ̏	-a -kɔ -nu =wo 'klu -a -kɔdhɛ gbɛ 'yaa -dhö							
1379_0	\ex	~ dhȍ ɯ̄ bhȁ yūɤ bhʌ̄ ȁ kʌ̄ bhʌ̏n yīʌ ɛ̀?	ko -dho ü -bha yuö bhë -a kë -më yië =ɛ?							
1394_0	\ex	kō dhɤ̏ sȍ kɤ̄ ~ dhó bhlɤ̀ɤ	ko -dhö -so kö 'koën- 'dho =bhlöö							
1397_2	\ex	bhɯ̀ɤ̄ ~	=bhüö' =kong							
1400_0	\idi	~ wȕn kódhie dhȅ	'kosüdhe -wun 'kodhie -dhe							
1401_1.1	\idi	~ gā và zʌ̏	-kɔ ga =va -zë							
1401_1.1	\idi	~ gā tée zʌ̏	-kɔ ga 'tee -zë							
1401_1.1	\idi	~ yá gɯ́ dhɛ̏	-kɔ 'ya 'gü -dhɛ							
1401_1.1	\idi	yɤ̏ ɤ̄ ~ yɤ̏ wʌ́ɯ̈ tȁ	-yö ö -kɔ -yö 'wëü- -ta							
1401_1.3	\idi	~ yɛ̏ klúʌ̈ dhɛ̏	-kɔ -yɛ 'kluë- -dhɛ					coude		LJ
1401_1.3	\idi	~ yɛ̏ klúʌ̈ dhɛ̏ téezʌ̏	-kɔ -yɛ 'kluë- -dhɛ 'tee -zë							
1401_1.3	\idi	~ yɛ̏ klúʌ̈ dhɛ̏ vàazʌ̏	-kɔ -yɛ 'kluë- -dhɛ =vaa -zë							
1401_1.3	\idi	pʌ̄ kún ~	pë 'kun -kɔ							
1401_2	\cbn	lɯ́ ~	'lü -kɔ							
1401_3	\idi	~ ɤ́ kʌ̏ ȁ ká	-kɔ 'ö -kë -a 'ka							
1401_3	\ex	~ ɤ́ kʌ̏ ȁ ká bhʌ̄ bhɤ̏ ȁ blɛ̀ɛ̂ gīâgȉa ká	-kɔ 'ö -kë -a 'ka bhë -bhö -a =blɛɛ'- giagia 'ka							
1401_3	\idi	~ bhʌ̄ ȁ dhɤ́	-kɔ bhë -a 'dhö							
1401_3	\idi	~ óo ~ tȁ	-kɔ 'oo -kɔ -ta							
1402_1	\ex	dhɛ̏ á dhɤ́ ɯ̄ bɔ̄ ȁ bhȁ bhʌ̄, bhá kɔ̏ sìa ɯ̄ zɯ̄ dhɤ̏ bhȁn	-dhɛ 'a 'dhö ü bɔ -a -bha bhë, 'bha -kɔ =sia ü zü -dhö -ma							
1402_2	\ex	yà kɔ̏ n̄ dhʌ̏ yūa kʌ̄ sɯ̏ ká (/tȁ)	=ya -kɔ n -dhë yua kë -sü 'ka							
1402_2	\ex	yà kɔ̏ n̄ dhʌ̏ wʌ́ɯ̈ tȁ (/ká)	=ya -kɔ n -dhë 'wëü- -ta							
1402_2	\ex	yɤ̏ ɤ̄ dhȁan yɤ̏ n̄ bhȁn, dȅwō yɤ̏ kɔ̏ gbɒ̄ɒ ä dhūn ȁ dhʌ̏ bhʌ̄ ȁ ká (/ n̄ bhȁ gbɒ̄ɒ ká)	-yö ö -naa -yö n -ma, -dewo -yö -kɔ gbaɔ 'a- nu -a -dhë bhë -a 'ka (/n -bha gbaɔ 'ka)							
1402_3	\ex	dhɛ̀ Sī yà kɔ̏ Zān ká dhɛ̀n yà ɤ̄ bhȁ dhē gbɛ̄ sɯ́	=dhɛ Si =ya -kɔ Zan 'ka =nɛ =ya ö -bha dhe gbɛ 'sü							
1403_0	\cbn	dȅ ~	-de -kɔ							
1403_0	\ex	bhɤ̏ dhó síɤ píɤ kɤ̄ ɯ́ ɯ̄ dȅ kɔ̏	-bhö 'dho 'siö 'piö kö 'ü ü -de -kɔ							
1404_0	\ex	kʌ̀ŋ̄ dō {ɤ̄} ~ plɛ̀ ɤ̄ gā sɔ́ɔdhu	=këng' do {ö} -kɔ =plɛ ö ga 'sɔɔdhu							
1405_1	\idi	~ lɯ́ dhɤ̄	'kɔ 'lü dhö							
1405_2.1	\cbn	zɔ́ ~	'zɔ 'kɔ							
1406_0	\idi	yɤ̏ ~	-yö -kɔapë							
1415_0	\ex	ȁ kɔ̏dhɛ yɤ̏ và và	-a -kɔdhɛ -yö =va =va							
1419_0	\idi	~ tée	'kɔdhi 'tee							
1421_0	\idi	Gī bhʌ̄ yȁ pɤ̏ ɤ̄ dhȍ fɤ́ɤ̈ wāâ fāâ bhʌ̄ ȁn kʌ̄ ~ ɛ̀?	Gi bhë -ya -pö ö -dho 'föö- waa- faa- bhë -an kë -kɔklë =ɛ?							
1423_0	\idi	ȁ wɤ̄ɤdhɛ̏ yà bhlȁ kɔ̏ kpɤ̄ kwàā	-a wöödhɛ =ya -bhla -kɔ kpö =kwaa'							
1429_0	\ex	yūn ~	yun kɔng							
1430_0	\idi	~ gbāŋ	-kɔɔ gbang							
1430_0	\idi	~ dhʌ́n	-kɔɔ 'në							
1433_1	\cbn	pɤ̂ ~	pö- =kɔɔnmɛ							
1433_2	\cbn	kwí pɤ̏ ~	'kwi -pö =kɔɔn -mɛ							
1433_2	\idi	sɛ́ ~	'sɛ =kɔɔnmɛ							
1434_0	\idi	yūɤ kʌ̏ ~	yuö -kë kɔɔmɛ							
1434_0	\idi	~ dhȕn	kɔɔmɛ -nu	, дома́шние				membres (m) d'une famille		LJ
1438_0	\ex	kɤ̏ yɤ̏ dhʌ́n kʌ̄ dhȁn	-kö -yö 'në kë -na							
1439_1	\ex	â píɤ kɤ̄ ä yɤ̄, kɤ̄ wún bhʌ̄ yí ȁ blɛ̀ɛ̂	a- 'piö kö 'a- yö, kö 'wun bhë 'yi -a =blɛɛ'-							
1439_1	\idi	kɤ̄ kùn	kö =kun							
1439_1	\ex	kɤ̄ kùn ɯ́ ɯ̄ bhȁ kɒ́ɒ bhɛ̀ɛ̏n, bhān ä sɯ̄	kö =kun 'ü ü -bha 'kaɔ =mɛɛ- ma 'a- sü							
1440_0	\ex	~ ɯ̄ká wé ȁ bhȁ, ā dhȍ ȁ kʌ̄	'kö -kë =nɛ ü 'ka 'we -a -bha, a -dho -a kë							
1441_0	\ex	bhɔ́nblí yɤ̏ kɤ̀dhàn kɤ́dhán dhȁn zīan gblȍo píɤ	'mɔbli -yö =köna 'köna -na zian -gbloo 'piö							
1445_1	\ex	yɤ̏ n̄ kūʌdhȕn dɔ́ɔ ká zīân	-yö n kuën -nu 'dɔɔ 'ka zian-							
1445_1	\ex	dhȉan bhʌ̄ kȁa klūʌdhūn kùn, ā dhūn dhȁn	-nia bhë -kaa kluën nu =kun, a nu -na							
1451_1.1	\ex	n̄ bhȁ sɔ́ yà slɔ́ɔ kún	n -bha 'sɔ =ya 'slɔɔ 'kun							
1451_2	\ex	gbɛ̂n bhʌ̄ yà n̄ kȕn	gbɛn- bhë =ya n -kun							
1451_2	\ex	gbɛ̂n bhʌ̄ yɤ̏ n̄ kȕn ɤ̄ sɔ́n ká / sɔ́an	gbɛn- bhë -yö n -kun ö 'sɔn 'ka / 'sɔan							
1451_3.1	\ex	yɤ̏ ɤ̄ dȅ kȕn	-yö ö -de -kun							
1451_3.1	\idi	yɤ̏ ɤ̄ zùɤ̄ kȕn {sīâ} sʌ̏	-yö ö =zuö' -kun {sia-} -së							
1451_4	\cbn	{bhɛ̄}n kwī ~	{mɛ} kwi 'kun							
1451_4	\ex	dhʌ́n bhʌ̄ ȁ kwī ~ sɯ̏ ká, kȁ dhɛ́i dȁ ȁ gɔ̏	'në bhë -a kwi 'kun -sü 'ka, -ka 'dhɛi -da -a -gɔ							
1451_4	\ex	ȁ kwī yà kún	-a kwi =ya 'kun							
1452_0	\idi	ȁ wɤ̄ɤdhɛ̏ yà ~ kóʌ ȁ yʌ́ŋ ká	-a wöödhɛ =ya =kung'- 'koë -a 'yënng 'ka							
1456_0	\cbn	tá ~	'ta küëküë							
1457_1	\ex	bhɤ̏ bhɤ̏yíʌ dɛ́dɛ̏ kpȁ kɤ̄ kwá dhɛ̏kpɒ̀ɒdhíɤ kāa (/kʌ̄ ȁ ká)	-bhö -bhö 'yië 'dɛ -dɛ -kpa kö 'kwa -dhɛ =kpaɔ 'dhiö kaa							
1457_1	\idi	pʌ̄ kpȁ ȁ gɯ́ kɔ̏	pë -kpa -a 'gü -kɔ							
1458_0	\ex	ȁ bhȁ zȍtádhē dhȕn wāa ȁ kʌ̄ wȕn dhȕn wáa kpȁ kóʌ̈ {dō} sɯ̏ ká	-a -bha -zotadhe -nu waa -a kë -wun -nu 'waa -kpa 'koë- {do} -sü 'ka							
1459_1	\idi	yɤ̏ kpȁ bhɛ̄n bhȁ dùɤ	-yö -kpa mɛ -bha =duö							
1459_1	\ex	bhɤ̏ sɛ́tɤ̏ kpā tóo bhʌ̄ ȁ tȁ dhɛ̀ wúnblʌ́ yāa pɯ̏ɤ ȁ bhàa kùn	-bhö 'sɛ -tö kpa 'too bhë -a -ta =dhɛ 'wun 'blë yaa -püö -a =bhaa =kun							
1459_1	\idi	~tȁ sɔ̏	kpa -ta -sɔ							
1462_0	\idi	~ gɔ́dhēn gɔ̄n	-kpaa 'gɔ ne gɔn							
1462_0	\idi	~ gɔ́dhēn bhūn	-kpaa 'gɔ ne mu							
1463_1	\ex	yɤ̏ n̄ kpȁa ȁ ká	-yö n -kpaa -a 'ka							
1463_1	\ex	yūɤ yà n̄ kɔ̏ ~ n̄ká yīzʌ̄ gbɔ̄	yuö =ya n -kɔ =kpaa nka yi zë gbɔ							
1463_1	\ex	~ ä wō yáa dhɤ́ {pɤ́} kɤ̄ bhán dhūn bhʌ́n sáadhɤ̄	=kpaa 'a- wo 'yaa 'dhö {'pö} kö 'ma nu 'më 'saadhö							
1464_2	\idi	~ zʌ̄	'kpaa- zë							
1468_2	\ex	yɤ̏ ~ dàân dhȁn säblà	-yö 'kpaakpadhɛ =daan'- -na 'sabla							
1469_0	\idi	yɤ̏ dhȕn ɤ̄ kɔ̏ ~ ká	-yö -nu ö -kɔ 'kpaan 'ka							
1470_0	\ex	sɔ̄ yán ~	sɔ 'yan =kpaanzë							
1474_0	\ex	ā dhɛ̏ yɤ̏ ~	a -dhɛ -yö 'kpakpadhö							
1480_0	\ex	kɛ́ɛ ɯ̈ dhɔ́ɔ dɔ̄ dhȁn bhʌ̄, ȁ ~ bhɯ̏n ì, íin ȁ sȁa bhɯ̏n ì?	'kɛɛ 'ü- 'dhɔɔ dɔ -na bhë, -a =kpaü- -mü =i, 'iin -a -saa -mü =i?							
1482_0	\ex	pʌ̄ ɤ́ kʌ̏ ȁ ká bhʌ̄ kpɒ̀ɒ̄ ɤ́ pɛ̄ ȁ bhȁ	pë 'ö -kë -a 'ka bhë =kpaɔ' 'ö pɛ -a -bha							
1483_2.1	\ex	kwɛ̀ɛ̏ ɤ́ ɯ̄ gɔ̏ bhʌ̄ yɤ̏ và ~	=kwɛɛ- 'ö ü -gɔ bhë -yö =va =kpaɔzë							
1484_0	\ex	dhʌ́dhōon dhȕn wȍ kpæ̏æ blàā wó zìʌ̄ dhʌ́ngɔ̄ɔ̂n dhȕn tȁ	'nëdhoo -nu -wo -kpɛa =blaa' 'wo =zië' 'në gɔɔn- -nu -ta							
1485_1	\idi	~ kpɔ́	'kpɛa 'kpɔ			dry				DJ, LJ
1485_1	\ex	yɤ̏ dhɛ́ kpǽæ kpɔ̏ kɤ̄ yȁan dhɔ́ɔ dɔ̄	-yö 'dhɛ 'kpɛa -kpɔ kö -yaan 'dhɔɔ dɔ							
1485_1	\ex	yúɤ̈ bhʌ̄ ȁ kpǽæ kpɔ́ kɤ̄ ɯ́ʌ̈n tùn ȁ tóo kʌ̄ sɯ̏ bhȁ	'yuö- bhë -a 'kpɛa 'kpɔ kö 'üën- =tun -a 'too kë -sü -bha							
1485_1	\idi	~ kún	'kpɛa 'kun							
1488_0	\ex	wún dhȕn ɤ́ zɔ̏n kā dhʌ̏ bhʌ̄, kȁ ȁ kʌ̄, yà kʌ̄ dhɤ́ kɤ̄ káän kʌ̄ ~	'wun -nu 'ö -zɔn ka -dhë bhë, -ka -a kë, =ya kë 'dhö kö 'kaan- kë 'kpëdhö							
1489_2	\ex	Zéë bhȁ yūɤ yà ~ bhīi ȁ bhȁ yūɤ kàā kȕɛ yà dhɔ̀ŋ	'Zee- -bha yuö =ya -kpën bhii -a -bha yuö =kaa' -kuɛ =ya =dhɔng							
1489_2	\idi	yɤ́ ~ ȁ bhȁ dhɛ̀...n	'yö -kpën -a -bha =nɛ...							
1495_2	\cbn	glɤ̀ɤ ~	=glöö =kpëü							
1497_0	\idi	~ lɤ̀ɤ	'kpena =löö							
1497_0	\idi	~ sɔ̀ɔ̄ gā	'kpena =sɔɔ' ga							
1497_0	\idi	~ sɔ̀ɔ̄ wɯ̏	'kpena =sɔɔ' -wü							GA, KD
1497_0	\idi	~ sɔ̀ɔ̄ wɯ̏ lɤ̀ɤ	'kpena =sɔɔ' -wü =löö							
1500_0	\idi	~ dùū dhɛ̏	'kpeng =duu' -dhɛ							
1502_0	\ex	bhɤ̏pʌ̏ bhʌ̄ yɤ̏ ~	-bhöpë bhë -yö kpengdhö							
1502_0	\ex	dhʌ́n bhʌ̄ yɤ̏ ~	'në bhë -yö kpengdhö							
1502_0	\ex	wún bhʌ̄ yɤ̏ ~	'wun bhë -yö kpingdhö							
1502_0	\idi	kʌ̏ ~	-kë kpengdhö							
1504_2	\ex	wà dhó plɤ̄ɤ ~	=wa 'dho plöö 'kpɛɛdhö							
1508_0	\ex	~ kwȁ dhó dhȕtīi gɔ̏ kwɛ́in zȉan kɤ̄ kwáä yȁkóʌ̈ kʌ̄	'kpɛ 'kpɛ -kwa 'dho -dhutii -gɔ 'kwɛin -zian kö 'kwaa- -ya 'koë- kë							
1510_0	\ex	bhɤ̏ ȁ klȕ ~ kɤ̄ kùn ɤ́ dhō pō	-bhö -a -klu kpɛnngdhö kö =kun 'ö dho po							
1511_0	\ex	wún ɤ̈ blɛ̀ɛ̄ dhȁn bhʌ̄ yāa ~	'wun 'ö- =blɛɛ' -na bhë yaa kpɛnngdhö							
1512_0	\ex	Màā yɤ̏ ~ bhīi ȁ bhȁ dhʌ́n bhȁ klàŋ̄ yɤ̏ tá sɯ̏	=Maa' -yö -kpɛzë bhii -a -bha 'në -bha =klang' -yö 'ta -sü							
1514_0	\ex	yɤ̏ sɯ́ ȁ gȉ yȉ bhȁ dhɛ̀n yɤ̏ tȁ ~	-yö 'sü -a -gi -yi -bha =nɛ -yö -ta 'kpiankpiandhö							
1518_0	\ex	wāa dhɤ́ wún ~ blɛ̀ɛ̂, bhɛ̄n dȉan wö kʌ̏ kplȁwō	waa 'dhö 'wun kpiindhö =blɛɛ'-, mɛ -dian 'wo- -kë -kplawo							
1523_0	\ex	Núuvà bhʌ̄ tɔ̏n dō ~ bhɯ̏n	'Nuuva bhë -tɔn do 'kpi -kpi -mü							
1526_0	\idi	~ wāŋ	-kpinng wang							
1530_0	\ex	kȁ ~ yȁ kā tūɤ lân dhʌ̏!	-ka -kpla -ya ka tuö lan- -dhë!							
1532_0	\ex	bhɤ̏ ȁ kʌ̄ slʌ́ ká Gɤ̀ɤ̏ gbɤ̄ bhʌ̄ ȁ gɔ̏, yɤ̏ ~ dhɛ̀ɛn dɛ̏bhnlɔ̄ɔdʌ̄ dhɤ́	-bhö -a kë 'slë 'ka =Göö- gbö bhë -a -gɔ, -yö 'kplaakpla =nɛɛ -dɛ mlɔɔ dë 'dhö							
1533_0	\ex	dɛ̏bhnlɔ̄ɔdʌ̄ bhȁ ~ yɤ̏ gblɯ́ŋzʌ̏	-dɛmlɔɔdë -bha 'kplaa -kpla -dhɛ -yö 'gblüng -zë							
1544_0	\ex	kȁ bèê dhɛ́ dɛ́ dɛ̏ ~ kɤ̄ kwä yɤ̄ sēi bhàa dhɛ́!	-ka =bee'- 'dhɛ 'dɛ -dɛ kploo kö 'kwa- yö sei =bhaa 'dhɛ!							
1556_0	\ex	bhʌ̏n ɤ́ tá dhȁn ȁ ká dhɛ̀n bhɒ̀ɒ̄ tȁ ~ dhɛ̀ɛn	-më 'ö 'ta -na -a 'ka =nɛ =bhaɔ' -ta =kplüë' -kplüë =kplüë' dhö =nɛɛ							
1559_0	\ex	glɔ̄ɔ ~ wȍ và, ȁ gbɛ̄ yāa bhān	glɔɔ -kpo -wo =va, -a gbɛ yaa ma							
1561_0	\ex	~ yȁ tūɤ dùɤ	'kpodha -ya tuö =duö							
1561_0	\idi	~bhɛ̏n	'kpodha -mɛ							
1563_0	\ex	Kwādhi wāâ Kwæ̏æ wȍ bhɔ̏n kúʌ ~	Kwadhi waa- -Kwɛa -wo -mɔ 'kuë 'kpodhö							
1566_0	\idi	~ sɛ̀ɛ̄ dhɛ̏	-kpong =sɛɛ' -dhɛ							
1574_1	\ex	bhɤ̏ ɯ̄ kpòô kɤ̄ ɯ́ ɯ̄ zlú	-bhö ü =kpoo'- kö 'ü ü 'zlu							
1577_1	\ex	bhɤ̏ sɔ̄ ~ kpáä tȁ bhʌ̄	-bhö sɔ 'kpɔ 'kpaa- -ta bhë							
1577_1	\idi	sɔ̄ wö kpɔ̄ sòo tàa	sɔ 'wo- kpɔ =soo =taa							
1577_1	\idi	pʌ̄ ~ kúʌ̈	pë -kpɔ 'kuë-							
1577_1	\ex	bhɤ̏ sȁkpá dhȕn wó yɔ̄n pīan bhʌ̄ ȁn ~ kúʌ̈ dhɛ̏ dō bhȁ, kɤ̄ kó dhɛ̏ gȍ dhɛ̏ yɤ̄	-bhö -sa 'kpa -nu 'wo yɔn pian bhë -an 'kpɔ 'kuë- -dhɛ do -bha, kö 'ko -dhɛ -go -dhɛ yö							
1577_1	\idi	yī ~	yi 'kpɔ							
1577_2	\ex	yɤ̏ bhlɤ̀ɤ̏dhɛ dō và kpɔ̏ kwɛ̏ dhɛ̀n ȁ ká	-yö =bhlöö- -dhɛ do =va -kpɔ -kwɛ =nɛ -a 'ka							
1577_3	\ex	dhēbɔ̏ yà gùŋ zȉʌ dhʌ̏n ~	dhebɔ =ya =gung -zië -në 'kpɔ							
1577_3	\ex	wɯ̄ dhȕn wȍ kpɔ̏ blàā wó zìʌ̄ bhɛ̄n bhéï dhȕn tȁ	wü -nu -wo -kpɔ =blaa' 'wo =zië' mɛ 'bhei- -nu -ta							
1580_0	\idi	~ gɯ́ gā	kpɔn 'gü ga							
1580_0	\idi	~ yɤ̏ kóʌ̈ bhɛ̏n	kpɔn -yö 'koë- -mɛ							
1583_0	\ex	dhēbɔ̏ bhɯ̀ɤ̄ ~ sɯ́ dhȁn	dhebɔ =bhüö' -kpɔɔ 'sü -na							
1587_1	\ex	yà kʌ̄ bhɛ̄n ~ ká	=ya kë mɛ -kpɔɔn 'ka							
1587_2	\ex	gɯ́gbéëdhɛ̏ ~ yí ȁ kʌ̏ kwɛ̀zɯ́ bhʌ̄...	'gü 'gbee- -dhɛ -kpɔɔn 'yi -a -kë =kwɛ 'zü bhë...							
1588_1	\ex	bèê ~ ɤ́ bhɛ̄n yán zȉɤ ȁ gɯ́ ɤ́ bhɛ̄n kūn	=bee'- kpö 'ö mɛ 'yan -ziö -a 'gü 'ö mɛ kun							
1588_1	\idi	~ tā	kpö ta							
1588_1	\ex	bhɤ̏ bhɯ̀ɤ̄ bhʌ̄ ȁ kpɤ̄ tā sʌ̏ ká, kɤ̄ kùn ɤ́ dhō pō	-bhö =bhüö' bhë -a kpö ta -së 'ka, kö =kun 'ö dho po							
1588_1	\ex	bhɤ̏ wʌ́ɯ̈gā ɤ́ bhʌ̄ ȁ kpɤ̄ tā ɯ̄ bhȁ sɔ̄ tó dhíɤ gɯ́	-bhö 'wëüga 'ö bhë -a kpö ta ü -bha sɔ 'to 'dhiö 'gü							
1588_3	\ex	kɛ́ɛ ~	'kɛɛ kpö							
1588_3	\idi	glɔ̄ɔ ~	glɔɔ kpö							
1588_4	\ex	yà wɔ̄ yʌ́ŋ ~ tȁ	=ya wɔ 'yëng kpö -ta							
1588_5	\cbn	bhɛ̄n ~	mɛ kpö							
1588_5	\idi	{bhɛ̄}n ~ và	{mɛ} kpö =va							
1588_5	\idi	bhɛ̄n ~ dhʌ́n	mɛ kpö 'në							
1588_5	\ex	bhɛ̄n kpɤ̄ dhʌ́n bháa	mɛ kpö 'në 'bhaa							
1588_5	\ex	bhɛ̄n ~ dhʌ́n dɛ́ dɛ̏ wó kʌ̏ wláän bhʌ̄ ȁ tȁ	mɛ kpö 'në 'dɛ -dɛ 'wo -kë 'wlaan- bhë -a -ta							
1588_5	\idi	dɔ̄ wō ~ ká	dɔ wo kpö 'ka							
1588_5	\idi	lɯ́ ~	'lü kpö							
1589_0	\ex	kwá dɔ̄ lʌ̄ŋ gɯ́ ~ sìa, kȁ dhūn bán tɒ̀ɒ̄	'kwa dɔ lënng 'gü kpönglöödhö =sia, -ka nu 'ban =taɔ'							
1589_0	\ex	dɔ̄ kwä wō ~ kpɤ̄nglɤ̄ɤdhɤ dhɛ̀n, ɤ́ bhɛ̄n yȁ pɤ̄ ɤ́ làbáŋ̈ dɔ̄ à?	dɔ 'kwa- wo lënng kpön glöö dhö =nɛ, 'ö mɛ -ya pö 'ö =labang dɔ =a?							
1590_1	\cbn	gɛ̏n ~ {dhɛ̏}	-gɛn kpöö {-dhɛ}							
1593_1	\idi	~ yȁ	'kpöü -ya							
1593_2	\ex	yà ~ yȁ ȁ ká	=ya 'kpöü -ya -a 'ka							
1594_2	\idi	kɔ̏ ~ dhɛ̏	-kɔ kpu -dhɛ							
1594_2	\idi	kɔ̏ kpɤ̄ɤ dhɛ̏ ~	-kɔ kpöö -dhɛ kpu							
1598_0	\ex	wȍ lɯ́ yȁn ~ ká	-wo 'lü -yan 'kpuë 'ka							
1602_2	\ex	yà sàa sɯ́ yīɤ ~	=ya =saa 'sü yiö 'kpüdhö							
1604_0	\ex	~ dhɤ̏ dhō Gɤ̀ɤ̏ gɔ̏ bhlɤ̀ɤ̏ dɛ̀ɛ	kwa -dhö dho =Göö- -gɔ =bhlöö- =dɛɛ							
1612_0	\idi	~ gɯ́ zìān	=kwaa- 'gü =zian'							
1612_0	\ex	kwàa píɤ	=kwaa- 'piö							
1613_1	\ex	bhɤ̏ ɯ̄ kwàâ n̄ zɯ̏ séŋdhɤ̄, yȁ ä wō dhɛ̀n zȕɤ dɔ̄ dhɛ̏ gbɛ̄ yáa n̄ kʌ̄ dhȁn	-bhö ü =kwaa'- n -zü 'seng dhö, -ya 'a- wo =nɛ -zuö dɔ -dhɛ gbɛ 'yaa n kë -na							
1616_0	\ex	~ Tȉʌ dhȕn pɤ́ kwá dhō yūɤ bhʌ̄ kwá dhɤ̄ ȁ kʌ̄ à?	kwaa- -Tië -nu 'pö 'kwa dho yuö bhë 'kwa dhö -a kë =a?							
1620_0	\ex	bhɛ̄n bhȁn tɔ̏gɔ̄n kwàan dhɛ̀n yāa dhɤ́ glɔ̀ɔ	mɛ -ma -tɔgɔn =kwaan =nɛ yaa 'dhö =glɔɔ							
1620_0	\idi	~ wȕn	=kwaan -wun							
1629_0	\idi	gó ~dhɛ̏ gɯ́	'go 'kwɛadhɛ 'gü							
1630_1	\ex	kȁ tròō kʌ̄ kwǽæ̏dhɤ̄n, ká gó kpȉŋ tȁ	-ka =troo' kë 'kwɛandhö, 'ka 'go -kpinng -ta							
1636_0	\ex	~ yɤ̏ tóo kȕn sʌ̏ ká ā?	kweezö -yö 'too -kun -së 'ka a?							
1637_0	\ex	ɯ̄ ~ yà kʌ̄ dhʌ̀ ɛ̄?	ü -kwɛ =ya kë =dhë ɛ?							
1637_0	\idi	~ dhūn dhȁn dhɛ̀n	-kwɛ nu -na =nɛ							
1637_0	\idi	~ ɤ́ zȉɤ dhɛ̀n	-kwɛ 'ö -ziö =nɛ							
1637_0	\idi	kwɛ̀ŋ zɯ́	=kwɛng 'zü							
1637_0	\ex	, kwɛ̀ zɯ́	, =kwɛ 'zü							
1639_0	\idi	~ gɯ́ zìān	=kwɛɛ- 'gü =zian'							
1639_0	\ex	lân yɤ̏ lȕu tɔ̏n ~ gɯ́ zìān	lan- -yö -luu -tɔn =kwɛɛ- 'gü =zian'							
